"language","text"
"Russian"," с вами свяжутся специалисты для составления заявки на кредит."
"Russian"," то можете обратиться. Подобрать ближайшее отделение банка вы сможете в приложении."
"Russian"," каким способ средства поступили на ваш счет?"
"Russian"," сегодня в течение дня баланс скорректируется"
"Russian"," сумма внесена"
"Russian"," вам нужно будет уточнить взимает ли комиссию банк кому принадлежит банкомат."
"Russian"," как только мили будет вам начислены вы увидите ваш баланс"
"Russian"," после чего подтверждать их или нет"
"Russian"," что я не вижу текущего баланса миль в реальном времени"
"Russian"," телефон на платформе Андроид или IOS?"
"Russian"," вы можете обратится в отделение банка и напичать заявление чтобы эта карта отображалась в банк-клиенте юридических лиц."
"Russian"," а вы хотели обменять доллары на рубли?"
"Russian"," если больше то паспорт необходимо предъявить паспорт"
"Russian"," вы не видите баланс так как карта аннулирована."
"Russian"," ни когда операция подтвердится"
"Russian"," причину"
"Russian"," что у меня есть счёт в Риге. Данную справку латвийская налоговая не выдаёт"
"Russian"," что открыт счет и реквизиты счета."
"Russian"," в данном периоде."
"Russian"," но они на карту не поступили. В техподдержке PayPal мне ответили"
"Russian"," сегодня провели операцию?"
"Russian"," чтобы на ней была указана фамилия Savelev."
"Russian"," у вас было снижение."
"Russian"," а когда чуть позднее."
"Russian"," пока будет делатся  перевыпуск смогу ли я вывести свою зарплату  с заблокированой  карты?"
"Russian"," в каком отделение банка хотели получить карту?"
"Russian"," напишите нам сегодня во второй половине дня"
"Russian"," она будет доставлена в отделение банка по адресу: г.Томск"
"Russian"," за снятие наличных мне объяснили что существует комиссия"
"Russian"," каким способом пополняли карту?"
"Russian"," сейчас они находятся на счете карты."
"Russian"," следующего за месяцем"
"Russian"," а затем в кассу."
"Russian"," но звонок почти сразу оборвался просьба перезвонить. Также просьба уточнить по поводу перевыпуска карты смотрите выше"
"Russian"," по какой причине хотели закрыть вклад?"
"Russian"," ничего не нужно. Я очень устала от общения со специалистами банка. Ответьте"
"Russian"," по какой причине хотели перевыпустить карту?"
"Russian"," чтоб перечислять деньги"
"Russian"," по какой причине моя карта аэрофлот ушла в минус. Спасибо."
"Russian","по каким реквизитам я делала перевод я почему-то не могу. Проще говоря"
"Russian"," поскольку через казначейство"
"Russian"," введите полный номер карты"
"Russian"," где я могу найти реквизиты своей кредитной карты?"
"Russian"," то банк оповестит своих клиентов."
"Russian"," попробуйте совершить оплату еще раз"
"Russian"," после установки ПИН-кода"
"Russian"," свыше суммы возможно снять в отделение банка"
"Russian"," которую нужно привязать к Apple Pay"
"Russian"," модель вашего телефона и версию операционной системы."
"Russian"," является ли клиент пенсионером по возрасту?"
"Russian"," дистанционно это сделать нельзя."
"Russian"," наименование сотового оператора."
"Russian"," если не найду карту"
"Russian"," по адресу: г.Томск"
"Russian"," на карту. Трэвел премиум"
"Russian"," каким образом оставили заявку?"
"Russian","но ничего не поменялось ! на работе"
"Russian"," что платеж был списан."
"Russian"," что с ними делать? Я получаю пенсию на эту карту. Я должна новые реквизиты отнести в пенсионный фонд? Или этого не нужно делать?"
"Russian"," вам необходимо новые реквизиты предоставить в Пенсионный фонд."
"Russian"," точный адрес у нас не указан."
"Russian"," причину перевыпуска карты?"
"Russian"," чтоб восстановить. Мне ничего не говорят"
"Russian"," просто грустно"
"Russian"," по имеющейся практике"
"Russian"," где можно снять наличные вернее у ка кихиз банков партнеров без комиссии."
"Russian"," это нормально ?"
"Russian"," когда совершили перевод?"
"Russian"," совершили платеж на карту другого банка?"
"Russian"," в какой срок зачислят средства. У вас телефон на платформе Андроид или IOS?"
"Russian"," которых будет достаточно для проверки"
"Russian"," что вам необходимо сначала внести средства на вашу карту"
"Russian"," вам поступит СМС. Для получения карты нужен паспорт."
"Russian"," так как карта была перевыпущена и номер карты был изменен."
"Russian"," он был изменен и возврат не пройдет"
"Russian"," за данную операцию у вас была взята комиссия?"
"Russian"," то без комиссии."
"Russian"," поэтому необходимо подождать. Завтра будет актуальный баланс."
"Russian"," то сначала они поступают на счет затем  в течение дня доступны на карте."
"Russian"," чтобы вашу карту перевыпустили"
"Russian"," я бы еще подождал результата проверки банкомата прежде"
"Russian"," могу ваши данные направить ответственным специалистам"
"Russian"," свыше сумму можно снять через кассу"
"Russian"," свыше снять вы можете через кассу банка."
"Russian"," почему не прошёл перевод и что надо сделать"
"Russian"," где хотели получить средства."
"Russian"," завтра после обеда"
"Russian"," вы будете снимать с одного вклада или закрывать оба вклада?"
"Russian"," но и от банка получателя"
"Russian"," такое может быть"
"Russian"," что-то не нахожу."
"Russian"," что они доступны будут в течении часа. Но я не могу ими воспользоваться до сих пор"
"Russian"," ожидайте. Чем-то могу еще вам помочь?"
"Russian"," если свыше"
"Russian"," то она будет перевыпущена бесплатно."
"Russian"," ваш вопрос более детально."
"Russian"," они не имеют права их списывать."
"Russian"," это установлено платежной системой."
"Russian"," с чем может быть связана проблема?"
"Russian"," не ранее чем за две недели до конца срока карты напишите нам в чат и мы составим заявление на перевыпуск."
"Russian"," а именно"
"Russian"," доехала ли моя новая карточка в отделение на м. Сокол (это перевыпуск)"
"Russian"," но уже месяц нет новостей"
"Russian"," вам поступит СМС."
"Russian"," там поосто есть какаято обревивтура sbm... а как узнать точнее?"
"Russian"," пишет не корректный пин"
"Russian"," пока платеж в обработке?"
"Russian"," Западный округ"
"Russian"," если мне потребуется закрыть вклад и вывести с него всю сумму"
"Russian"," попробую оплатить"
"Russian"," в шаблоне комиссия отображается."
"Russian"," в приложении такая функция недоступна."
"Russian"," о которых я вам написала."
"Russian"," то можете его сменить в приложении. Подсказать как это сделать?"
"Russian"," напишите нам в чат мы проверим причину."
"Russian"," перевод нельзя отозвать или внести изменения в реквизиты. Вам необходимо самостоятельно урегулировать вопрос с банком-получателем."
"Russian"," вклады и другие продукты"
"Russian"," только они отображаются в приложении."
"Russian"," хотелось бы узнать кто перевел."
"Russian"," если в дальнейшем у вас не будут проходить операции необходимо обратится в любое отделение банка для проверки карты."
"Russian"," где его взять?"
"Russian"," могу ли я снимать с банковской карты деньги в банкоматах Сбербанка?"
"Russian","  до которого часа поступают платежи"
"Russian"," д.Раздоры?"
"Russian"," вы хотели снять средства или внести?"
"Russian"," сказали что пин код в приложении можно присвоить"
"Russian"," чтобы деньги были отправлены сегодня."
"Russian"," почему я не могу привязать карту свою к эпл пэй?"
"Russian"," как я могу пополнить свою карту за рубежом ?"
"Russian"," необходимо уточнить комиссию у банка"
"Russian"," функции отправки с карты визы на карту визу онлайн? Просто отделения банков открытие тут в помине нет. А по поводу пополнения карты через банкомат тем более в долларах США это тоже большой вопрос"
"Russian"," после возврата средств вы увидите эту операцию в выписке."
"Russian"," может ли через вас перевести деньги на мой счет человек"
"Russian"," что отправила не на тот номер. Можно ли отозвать платёж?"
"Russian"," только в отделение банка."
"Russian"," будем рады ответить на все ваши вопросы!"
"Russian"," у вас телефон на платформе Андроиди или IOS?"
"Russian","  была выключена функция."
"Russian"," возможно есть ограничения по доступу к данному банкомату"
"Russian"," подробно"
"Russian"," который указан на лицевой стороне карты «Аэрофлот-Открытие» под фамилией и именем Клиента. С более подробным порядком регистрации в программе «Аэрофлот Бонус» можно ознакомиться на сайте Аэрофлота http://www.aeroflot.ru/cms/afl_bonus/questions_answers (подраздел «Вопросы по регистрации в программе»)."
"Russian"," упростили задачу. Хорошего дня вам😀"
"Russian"," ближайшую станцию метро к вам."
"Russian"," досвидание!"
"Russian"," новый номер ваш."
"Russian","а там нету такой функции что бы на карту положить"
"Russian"," где деньги?"
"Russian"," в Сбербанке моментально происходит"
"Russian"," но и от банка-получателя"
"Russian"," всегда перевожу через Сбербанк "
"Russian"," получаете вы на вашу карту социальные выплаты?"
"Russian","  изначально организация запрос суммы выставляла в валюте"
"Russian"," как сделать перевод организации?"
"Russian"," дату и сумму платежа."
"Russian"," какое ранее у вас было отчество."
"Russian"," как только средства будут возвращены они будут зачислены на вашу карту."
"Russian"," если средства поступили наличными"
"Russian"," так и на карты других банков."
"Russian"," но не знаю как?"
"Russian"," с какого города обращаетесь"
"Russian"," возможно сегодня будут зачисления"
"Russian"," в какой валюте будет снятие?"
"Russian"," вам нужно уточнить будет ли взимать комиссию банк"
"Russian"," то вы можете войти в интернет-банк на сайте open.ru."
"Russian"," все ли нормально с моей картой? Были ли на неё сегодня поступления?"
"Russian"," то вы получите СМС о зачислении средств."
"Russian"," адрес где была выдана карта"
"Russian"," то напишите нам и мы всё исправим."
"Russian"," или для себя и своих гостей? Какие здесь ограничения?"
"Russian","что делать и куда обращаться?"
"Russian","сегодня снова написали"
"Russian"," чтобы после перевыпуска карта приехала не в ХМАО"
"Russian"," ваш вопрос более детально?"
"Russian"," заранее спасибо"
"Russian"," или установить запрет на проведение операций в интернете."
"Russian"," как это сделать? Можно ли на время сделать основной счёт долларовым?"
"Russian"," вы можете отдельно открыть долларовый счет или карту с долларовым счетом."
"Russian"," можете воспользоваться вашей картой. Если вы забыли ПИН-код можете сменить его в приложение."
"Russian"," сегодня поступление было?"
"Russian"," то можете его сменить в приложение. По номеру телефона можно перевести"
"Russian"," это зависит и от банка-отправителя"
"Russian"," которому принадлежит банкомат. Вы можете пополнить вашу карту в банкоматах банка Открытие"
"Russian"," курс изменился и была списана сумма больше"
"Russian"," но я был в отпуске"
"Russian"," то можете его сменить в приложении."
"Russian"," сейчас дополнительно расчет произведу."
"Russian","эти платежи учитываются?)"
"Russian"," как только мне будет предоставлен ответ"
"Russian"," а я хотела перевести деньги"
"Russian"," сколько надо положить денег?"
"Russian"," тогда как  смогу"
"Russian"," повторно оформить заявку на кредит можно будет"
"Russian"," открытый в мобильном банке?"
"Russian"," когда потребуется. Или я смогу закрыть удалённо"
"Russian"," возможно ли оплатить по кредиту Открытия через банкомат Открытия с помощью карты к продукту?"
"Russian"," так как они конвертируются в рубли."
"Russian"," а карта дом и как быть?"
"Russian"," просмотреть реквизиты можно в приложении."
"Russian"," но списание проходило в рублях"
"Russian"," если не правильно ввели номер телефона?"
"Russian"," которому принадлежит банкомат"
"Russian"," возникает ошибка? Можете прислать скриншот?"
"Russian"," когда-нибудь"
"Russian"," то держателю дополнительной карты нужно к нам обратится и установить его"
"Russian"," сколько по времени идут платежи?"
"Russian"," сумму платежа"
"Russian"," так и с вводом кода."
"Russian"," с карты другого банка вы отправили средства на карту банка Открытие и для проведения операции не хватило средств на карте другого банка?"
"Russian"," то платеж не пройдет."
"Russian"," как только она будет доставлена в отделение банка"
"Russian"," то ван нужно обратится к нам чтобы сбросить попытки."
"Russian"," вам нужно уточнить комиссию у банка которому принадлежит банкомат. Вы также можете пополнить вашу карту через салоны связи Связной по реквизитам и без комиссии."
"Russian","сейчас эту функцию убрали?"
"Russian"," затем придумать логин и пароль."
"Russian"," то платеж будет проведен успешно и средства будут зачислены клиенту."
"Russian"," говорит"
"Russian"," то вы сможете в банкоматах снимать средства в пределах лимита карты"
"Russian"," что платеж успешно проведен"
"Russian"," только расчетны. Спасибо"
"Russian"," то сможете его поменять в приложение."
"Russian"," ПИН-код хотели поменять?"
"Russian"," в котором закончился расчетный период"
"Russian"," суточный лимит с моего счета в банкомате открытия?"
"Russian"," если вы хотели снять средства до получения карты"
"Russian","  будем ждать что и вас появится"
"Russian"," отчетный период это календарный месяц"
"Russian"," у вас будет отображена информация о дате проведения платежа. МСС-код присваивается организацией"
"Russian"," как за неполный месяц?"
"Russian"," нужно ожидать."
"Russian"," в какое отделение банка обращаетесь?"
"Russian"," нет доступа к системам чтобы добавить ваш заграничный паспорт для выдачи средств. Необходимо предоставить паспорт РФ для получения денег со вклада."
"Russian"," сегодня в течение дня информация обновится и вы увидите информацию по кредиту."
"Russian"," когда совершали перевод?"
"Russian"," вчера получил смарт карту"
"Russian"," то операции будут отображаться в начисление кэшбэка."
"Russian"," не посещая офис?"
"Russian"," не подскажите"
"Russian"," то достаточно предоставить ID договора и ваш паспорт."
"Russian"," если средств недостаточно"
"Russian"," срок пребывания и город пребывания."
"Russian"," хочется знать..."
"Russian"," не подскажите сроки доставки?"
"Russian"," где можно снять деньги без комиссии  в другом банкамате"
"Russian"," вам нужно будет уточнить комиссию у банка"
"Russian"," думал до выходных."
"Russian"," а из офиса банка нет?"
"Russian"," а через компьютер не могу зайти"
"Russian"," вы выберете нужнй период"
"Russian","за снятие процент берется?"
"Russian","а деньги на карте есть"
"Russian"," но пересислить их не могу"
"Russian"," период пребывания и какую сумму в долларах вы планируете снимать каждый в банкомате."
"Russian","сейчас нет такого"
"Russian"," а сейчас все есть)"
"Russian"," когда карта будет разблокированна?"
"Russian"," то можете его изменить в приложение."
"Russian","доступнен ли мой счёт для перевода от других клиентов банка открытия."
"Russian"," а по номеру счета."
"Russian"," вам нужно обратится в службу поддержки приложения"
"Russian"," курьер только что передал карту"
"Russian"," буду узнавать новости с сайта банка"
"Russian"," когда будут ограничения с доступом в мобильное приложение и интернет банке?"
"Russian"," за сколько до полного досрочного погашения нужно написать заявление?"
"Russian"," только за развлечения?"
"Russian"," то будет совершенна конвертация и взиматься комиссия."
"Russian"," но пишет"
"Russian"," то можете его сменить в приложение."
"Russian"," пойду попробую))"
"Russian"," от банка сегодня сообщения не было"
"Russian"," что чип не работает"
"Russian"," то есть от организации"
"Russian"," какой у вас курс сегодня?"
"Russian"," где она открывалась?"
"Russian"," вторая так же булет бесплатна"
"Russian"," если выполняются условия по основной карте"
"Russian"," как только оно поступит"
"Russian"," как только поступает подтверждение"
"Russian"," которые должны поступать"
"Russian"," только когда в банк поступит информация о проведение операции."
"Russian"," сначала закрыть вклад"
"Russian"," налоговых платежей"
"Russian"," пользования это второе неудобство"
"Russian"," по какое число будет пребывать в другой стране."
"Russian"," ваш новый номер."
"Russian"," Горбачева как работает?"
"Russian"," вместо этого смс  о моей зарплате получает другой человек!"
"Russian"," но и от банка-получателя."
"Russian"," ниже строчкой. Если вы хотите узнать общий баланс начисленных миль"
"Russian"," отсутствует такая простая возможность?"
"Russian"," вам нужно уточнить комиссию у банка"
"Russian"," при себе необходимо иметь паспорт. Чем-то могу еще вам помочь?"
"Russian"," по номеру телефона или по номеру счета."
"Russian"," как только средства поступят в банк"
"Russian"," что именно у вас не получается скачать?"
"Russian"," какую операцию хотели совершить?"
"Russian"," не подскажете как мне их узнать? спасибо"
"Russian"," что было списание за январь?"
"Russian"," какие лимиты по моей карте"
"Russian"," обращайтесь :)"
"Russian"," вы можете привязать карту через банкомат банка Открытие или отделение банка."
"Russian"," попробуйте повторить привязку через банкомат банка Открытие."
"Russian"," что нужно сделать чтобы полностью досрочно погасить кредит"
"Russian"," затем будет доступно оформления заявление на погашение"
"Russian"," сколько времени понадобится"
"Russian"," возможно это из-за того что я установила это приложение на телефон с другой сим картой"
"Russian"," пару минут"
"Russian"," где снимантн"
"Russian"," то платеж будет отображаться без замка."
"Russian"," а снимают средства с карты.. Где мне оставить средства"
"Russian"," а завтра после обновления информации вы это увидете в приложении."
"Russian"," а на другой счет"
"Russian"," которая сможет вам всё подсказать точнее."
"Russian"," работает на прием наличных."
"Russian"," какое назначение платежа писать и что писать в строке УИП?"
"Russian"," а завтра во второй половине дня обновится информация и вы увидите в выписке."
"Russian"," все ошибки скоро будут исправлены. У вас остались еще вопросы?"
"Russian"," так как приходят смс о списаниях.. оно скорее всего платное?.. но смс со списанием по данной услуги не приходят .. так списания есть или нет? Спасибо."
"Russian"," СМС вам банк направляет и они вам доставлены"
"Russian"," только СМС о приходных и расходных операциях совершаемых вами."
"Russian"," возникает ошибка данных"
"Russian"," почкму?"
"Russian"," что организация подтверждает операцию."
"Russian"," ничего не поняла. Карта аэрофлот действует только на аэрофлот или есть другие авиакомпании партнёры? Какое количество миль начисляется? Далее по тарифам: какие лимиты в каждом из"
"Russian"," как вам будет удобней?"
"Russian"," сейчас совершили перевод?"
"Russian","  можете проверить что с моей картой"
"Russian"," возможно в терминале не было связи с банком поэтому платеж отклонен. Уточните"
"Russian"," жилищник входит в сумму ежемесячных покупок для выполнения минимальных требований?"
"Russian"," необходимо уточнить каким образом проводят перечисление по номеру карты или по номеру счета."
"Russian"," а также на сайте open.ru была опубликована информация о смене реквизитов."
"Russian"," смс не пришла"
"Russian"," какой лимит на дневное и месячное снятие по моей Карте Аэрофлот?"
"Russian"," из старого приложения хмб"
"Russian"," но необходимо ввести полные реквизиты для перевода."
"Russian"," а карточка действует меньше"
"Russian"," возможно были временные ограничения в терминале"
"Russian"," и + у меня приходит смс оповещения"
"Russian"," когда они поступят на карту?"
"Russian"," могу ли я взять потребительский кредит?"
"Russian"," где мне искать деньги"
"Russian"," вы планируете в дальнейшем ей пользоваться?"
"Russian"," а вы получаете заработную плату на карту банка Открытие?"
"Russian"," и приветственных нет и за январь и февраль"
"Russian"," по карте вы совершили операции в январе"
"Russian"," что должны были прийти приветсвенные"
"Russian"," вы можете сделать данный платеж."
"Russian"," с какого города обращаетесь и перевод будет физическому лицу или юридическому?"
"Russian"," но в другом банке"
"Russian"," то вы сможете увидеть в интернет-банке."
"Russian"," ранее все оплаты проходили без проблем"
"Russian"," еще чуть-чуть — мой коллега сейчас подключится к решению вашего вопроса."
"Russian"," вы проводите платеж через приложение другого банка?"
"Russian"," обратитесь в службу поддержки данного приложения."
"Russian"," какая сумма внесения у вас будет?"
"Russian"," что я сама его придумаю и введу в приложении"
"Russian"," перевести и т.д"
"Russian"," перевод от клиента банка Открытие?"
"Russian"," карта выдана банком Открытие?"
"Russian"," ожидайте звонка специалиста."
"Russian"," что СМС успешно доставлено."
"Russian"," в приложение можно создать шаблон после проведения операции."
"Russian"," какие реквизиты надо указывать?"
"Russian"," сейчас только предложение повторить операцию"
"Russian"," оставаться на этой же карте или уходить на карту Открытия."
"Russian"," то ваш работодатель сможет оформить данную карту на ваше имя."
"Russian"," если да"
"Russian"," банкомат банка Открытие?"
"Russian"," адрес установки банкомата."
"Russian"," при блокировке мной вы сможете разблокировать карту через отделения банка по заявлению"
"Russian"," она станет доступна и деньги переведут ся на нее?"
"Russian","что пароль из смс неверный"
"Russian"," в какое время будут зачислены клиенту"
"Russian"," когда мне поступят деньги на счет?"
"Russian"," извините))))"
"Russian"," вы вошли в свой личный кабинет на портале travel.open.ru?"
"Russian"," как понять что происходит???"
"Russian"," вы с чеком об оплате обращались к сотовому оператору?"
"Russian"," и оплачивать мобильную связь через ваш банк??  В первый раз такое"
"Russian"," но зачисления зависит и от принимающей стороны"
"Russian"," который был подключен последним"
"Russian","сегодня хотел попробовать оформить кредит "
"Russian"," а также если вы получаете социальные выплаты."
"Russian"," в течении сегодняшнего дня. я правильно понял?"
"Russian"," к другому оператору. Нужно мне что то предоставить в банк?"
"Russian"," за каждое снятие."
"Russian"," комиссия будет возвращена?"
"Russian"," у вас потребительский кредит или ипотека в банке Открытие?"
"Russian"," чтобы перевести обратно"
"Russian"," сегодня в течение дня вы увидите"
"Russian"," для просмотра реквизитов нажмите  кнопку «Реквизиты»."
"Russian"," как отключить платные смс-уведомления?"
"Russian"," мне карта новая не нужна!"
"Russian"," она автоматически аннулируется и восстановить ее нельзя."
"Russian"," активация прошла сегодня"
"Russian"," средства поступят на вашу карту."
"Russian"," то могу предоставить вам SWIFT по которому проходят зачисления."
"Russian"," а при переводах в Россию – на текущий период времени не требуется."
"Russian"," если карту будет забирать представитель вашей организации"
"Russian"," вам только необходимо будет ее получить."
"Russian"," так как данная карта зарплатная "
"Russian"," это получается внесение денежных средств от работодателя ?"
"Russian"," эта услуга бесплатная."
"Russian"," или Ее надо активировать?"
"Russian"," в каком отделение банка карту получали?"
"Russian"," сколько раз вводили код?"
"Russian"," возможно есть ограничения на данном сайте"
"Russian"," как только будет предоставлен ответ мы вам напишем."
"Russian"," если карту найдет"
"Russian"," что вы будете прибывать заграницей"
"Russian"," и какой лучше банк"
"Russian"," доступ ограничен"
"Russian"," ожидайте звонка наших специалистов."
"Russian"," скриншот операции."
"Russian"," вам за февраль не было начислений миль?"
"Russian"," в каком месяце совершали полеты?"
"Russian"," «Карта Гладиатора»"
"Russian"," перевод не прошел у вас?"
"Russian"," как только будет информация мы вам напишем в чат."
"Russian"," как только ответ будет получен мы вам напишем в чат"
"Russian"," то напишите нам. :)"
"Russian"," вы уже совершали конвертацию?"
"Russian"," который указан на лицевой стороне карты «Аэрофлот-Открытие» под фамилией и именем Клиента."
"Russian"," или рейса ждать?"
"Russian"," вы написали заявление на закрытие карточного счета?"
"Russian"," просто нужно не много подождать :)"
"Russian"," (вы Василий) можно спросить это што?"
"Russian"," и вам было направлено ошибочное СМС."
"Russian","показываются только первые и последние четыре цифры"
"Russian"," то перевод пройдет успешно."
"Russian"," в каких офисах вашего банка есть ипотечный отдел?"
"Russian"," потом предьявить оригиналы ?"
"Russian"," то вы можете перевести на нее средства и снять в банкомате"
"Russian"," которые проинформируют по тарифам и условия оформления карт."
"Russian"," что мне нужно сделать?"
"Russian"," то разблокировать через приложение или мы можем заблокировать карту и разблокировать ее можно будет в отделение банка"
"Russian"," у вас сейчас есть акции? Мне нужна карта без годового обслуживания."
"Russian"," когда совершали платеж?"
"Russian"," через приложение."
"Russian"," по какой карте информацию предоставить"
"Russian"," в предложенных вариантах нет слова Кредитный. Есть расчётный"
"Russian"," если вы заполняете декларацию"
"Russian"," если у терминала отсутствует связь с банком"
"Russian"," можете повторить операцию."
"Russian"," но сейчас ее срок заканчивается"
"Russian"," можно ли заказать перевыпуск карты в связи с окончанием срока действия и получить ее в офисе Коньково?"
"Russian"," или у меня кончился лимит на снятие ?"
"Russian"," как только карта будет готова с вами свяжутся ответственые специалисты."
"Russian","деньги не дошли до адресата"
"Russian"," уточнить намного - это в пределах скольких дней?"
"Russian"," а в какое время они предоставят данные информации нет."
"Russian"," где я могу посмотреть баланс накопленных милей???"
"Russian"," я его выполнила?"
"Russian"," денежных переводов (в т.ч. через интернет-банк и мобильный банк)"
"Russian"," вы заказывали карту в банке Открытие?"
"Russian"," ул.Айская"
"Russian"," ул. Цюрупы"
"Russian"," обязательно обращайтесь :) Пожалуйста"
"Russian"," восстановление карты платное?"
"Russian"," где будет отображаться ипотека."
"Russian"," по некоторым операциям в банк не поступало финансовое подтверждение"
"Russian"," приложение на старом утерянном телефоне не будет работать?"
"Russian"," то вам кэшбэк будет начислен."
"Russian"," и мы обязательно поможем :) Хорошего дня :)"
"Russian"," ВДНХ"
"Russian"," и мы обязательно оповестим всех клиентов об этом."
"Russian"," с условиями минимальной суммы открытия"
"Russian"," направить?"
"Russian"," как только карта будет доставлена в офис вам поступит СМС."
"Russian"," но мне звонят на старый номер телефона"
"Russian"," что уже можно"
"Russian"," в отделение банка обратились для закрытие счета?"
"Russian"," ул ленина"
"Russian"," по какой причине хотели закрыть счет?"
"Russian"," но карта выдаёт превышение лимита ввода паролей"
"Russian"," а затем вы сможете совершать операции в терминале."
"Russian"," по какому курсу снимают?"
"Russian"," с водительским удостоверением "
"Russian"," которая предполагалась для списания в основной долг"
"Russian"," у меня карта с аэрофлот бонусами"
"Russian"," как и многие на сайте"
"Russian"," через карту"
"Russian"," через карту банка Открытие вы хотите совершить оплату в Сбербанке?"
"Russian"," минимальный платеж вы увидите в приложении и вам поступит СМС о сумме платежа."
"Russian","  не приходя в банк?"
"Russian"," какую валюту вы хотели перечислить?"
"Russian"," а то это явно шаг назад как пользователя "
"Russian","мне нужно где то её регистрировать?например на сайте фк Спартак?"
"Russian"," поэтому кнопка не активна"
"Russian"," облачивать не собираюсь"
"Russian"," ваш платеж не изменился"
"Russian","сумма появилась сегодня!"
"Russian"," то есть завтра вы увидите"
"Russian"," то есть завтра во второй половине дня вы увидите"
"Russian"," смс о списании или оплате покупок нет. Посмотрите"
"Russian"," наименование вашей организации."
"Russian"," полную информацию мы сможем проверить после обновления."
"Russian"," банкомат просит обратиться к вам."
